Gene	1.D3_Contro	2.D3_Treate	3.D6_Contro	4.D6_Treate	5.D10_Contr	6.D10_Treat
Por	3956	3630	3435	3354	2138	2254
Gm15023	0	0	0	0	0	0
Ppox	2408	1835	1901	1478	1819	1507
Hnrnph1	29424	28401	22079	22083	16449	17142
Hnrnph3	484	429	357	356	331	278
Hnrnph2	2839	2992	2671	2735	2401	2334
Lasp1	22116	19455	18996	13344	16125	14099
Nhp2	4211	4736	3947	5258	4468	5978
Ugt8a	0	0	0	0	0	0
E130309D14Rik	37	26	24	45	35	23
Zfp770	2164	2380	1906	2022	1839	1876
Zfp771	1464	1316	1329	1229	1424	1108
Zfp772	367	333	336	273	376	290
Zfp773	1	1	0	3	1	6
Zfp775	657	665	641	608	594	587
Zfp777	2471	2478	2297	2401	1700	1751
Ggcx	9469	9438	10306	11897	5638	6408
Mtmr12	3653	3293	2843	1811	1761	1628
Mtmr11	1780	1220	1233	831	1516	907
Mtmr10	3082	3524	3362	3688	2147	2753
Ggct	169	266	227	310	281	378
Steap1	991	1013	694	2239	342	574
Steap3	70	415	272	1674	679	2417
Steap2	7969	5983	5189	3809	4493	3034
Steap4	2	0	0	0	0	0
Csf2rb	0	2	0	21	0	0
Gm13078	0	0	0	0	0	0
Csf2ra	332	281	226	323	187	184
Zfp488	0	0	0	0	0	0
Pamr1	2	2	2	31	6	30
Crocc	1748	1403	1216	843	1030	953
Impdh1	6390	7145	7775	9170	6219	9001
Impdh2	519	509	471	419	472	435
Pelp1	5707	5875	5025	4187	4020	4626
Npc2	12281	11845	12164	13774	14035	15277
Npc1	4008	3729	3874	4205	2771	2800
E130018N17Rik	0	4	0	7	0	2
Rsf1os1	3	4	2	0	1	2
Cse1l	15892	15582	12134	10391	12641	16861
A430046D13Rik	249	242	289	329	460	316
9030624G23Rik	0	0	0	0	0	0
Gm684	177	152	211	200	270	158
Klra22	0	0	0	0	0	0
Klra23	0	0	0	0	0	0
Klra21	0	0	0	0	0	0
Mir384	0	0	0	0	0	0
Mir381	0	0	0	0	0	0
Mir380	0	1	0	0	0	0
Mir383	0	0	0	0	0	0
Mir382	0	0	0	0	0	0
Mfsd11	2913	2763	3282	3686	3093	3194
Mfsd10	3742	2963	2611	1920	1912	2216
Mfsd12	1277	1025	977	816	913	908
Ppcdc	708	676	750	851	1326	1010
Pctp	221	293	208	265	323	375
1700102P08Rik	15	30	25	31	17	36
Smad9	673	853	570	392	467	528
Smad4	7037	7132	6844	7169	5145	5016
Smad5	9475	9445	9652	9922	6978	7943
Smad6	1761	1569	1174	1244	1245	1936
Smad7	1739	1581	1054	1147	842	846
Atp6ap1	12706	11929	12737	13753	9709	10627
Smad1	2624	2823	2602	2792	1729	2221
Smad2	9054	9226	7669	6926	5314	6079
Smad3	8248	8185	8004	8932	5526	6455
Casp12	1837	1350	1374	947	2007	1146
Casp14	14	20	10	4	18	4
Arnt2	134	141	78	91	107	35
Olfr541	0	0	0	0	0	0
Atp6v0c	1	8	7	7	4	3
Olfr543	20	10	5	5	29	11
Olfr545	4	2	2	0	1	4
Olfr544	2	7	0	0	6	3
Olfr547	0	0	0	0	0	0
Atp6v0e	7782	8083	9467	10010	11673	10937
Olfr549	0	0	0	0	0	0
Gm5941	0	0	0	0	0	0
Mprip	30788	27035	27041	22851	22059	20642
Sytl5	3	2	0	2	0	1
Sytl4	2	20	4	21	6	6
Sytl1	17	26	3	2	9	10
Rnps1	1744	1537	1325	1206	1204	1279
Sytl3	9	4	1	4	0	0
Sytl2	2280	2444	1931	2534	2018	2589
Gpld1	1312	1470	1309	1273	1040	1402
Slx1b	705	752	702	628	896	797
5430440P10Rik	2	0	0	0	0	3
Kbtbd13	0	1	0	0	0	0
Kbtbd12	0	0	0	0	0	0
Kbtbd11	253	256	306	202	327	159
Lrfn3	40	60	34	97	51	67
Lrfn2	0	0	0	0	0	0
Lrfn1	2	8	5	9	7	2
Lrfn5	0	0	0	0	0	0
Lrfn4	7528	7212	6678	6900	5428	6628
2610316D01Rik	27	30	22	45	20	32
4931428L18Rik	0	0	0	0	0	0
Gm16513	0	0	0	0	0	0
2610528A11Rik	4	4	6	6	8	2
4930543N07Rik	0	0	0	0	0	0
Smdt1	3772	3879	3388	3627	3747	3739
2310061I04Rik	1253	1035	994	913	810	840
Gm6370	0	0	0	0	0	0
Gm6377	8	9	2	4	0	2
Phf24	0	1	0	0	0	0
Phf20	4432	3891	3699	2678	2943	2776
Phf23	4883	4430	4291	4010	4077	4245
Gm38426	2	3	4	6	4	6
Gm38425	2	0	0	0	0	0
4933413G19Rik	8	5	5	6	5	2
Asun	5591	5370	4645	4051	3411	3780
Mir5134	6	7	0	1	1	3
Gm19784	0	0	0	0	0	0
Gm19782	0	0	0	0	0	0
Hspb11	1252	1325	1597	1893	1712	1314
Mir5136	0	0	0	0	0	0
Shox2	2192	1939	2043	1548	1660	1038
Efcab9	26	17	11	5	10	15
Efcab8	19	16	8	7	6	2
Efcab5	79	89	52	46	94	57
Efcab7	352	342	264	299	344	321
Efcab6	0	0	0	0	0	0
Efcab1	0	0	0	0	4	1
Efcab3	0	0	0	0	0	0
Efcab2	137	173	127	110	147	130
Gm6994	2	2	0	0	1	1
2300009A05Rik	312	368	340	475	423	423
Mir5133	56	70	71	134	31	67
Pga5	4	4	1	0	0	6
Zer1	3884	3693	4093	3441	3603	2999
1700001K19Rik	42	40	17	10	16	21
BC080695	0	0	0	0	0	0
Egfl7	36	57	26	48	21	13
Egfl6	0	2	0	2	0	0
Egfl8	62	55	31	44	40	41
Ptn	44570	41278	39920	19222	29213	13190
Pithd1	1337	1416	1357	1469	1545	1628
Pth	0	0	0	0	0	0
Pih1d2	105	127	83	108	112	105
Pih1d3	0	0	0	0	0	0
Pih1d1	1663	1578	1656	1522	1899	1855
Pts	651	797	759	952	1246	1022
Rwdd3	136	232	186	330	233	262
Rwdd1	1092	1135	1029	1098	1195	1149
Traip	960	1027	493	320	419	764
Rwdd2a	103	140	170	200	323	190
B230312C02Rik	0	0	0	0	0	0
Rwdd2b	856	958	858	940	865	831
Ranbp9	3947	4274	4315	4824	3386	3070
Ranbp6	3200	3454	2889	2677	3221	3513
Ranbp1	9470	8991	7282	7125	8123	11324
Ranbp3	8359	7373	6944	6140	6185	6578
Ranbp2	29758	30995	28606	27811	19502	22830
5730409E04Rik	3398	3104	3444	2820	3407	2646
Phax	3382	3092	2950	2909	3096	3074
Crb1	0	0	0	0	0	0
1810012K16Rik	11	12	16	35	47	26
Aldh1a7	60	152	53	75	39	10
Aldh1a1	103	89	121	88	172	66
Aldh1a2	0	0	0	0	0	0
Aldh1a3	738	713	1001	243	463	218
Fam118a	2008	1979	1858	1797	1227	1465
Txndc17	5395	5222	4676	5343	6531	6655
Fam118b	1380	1453	1311	1412	1268	1368
Txndc11	3572	3561	3608	3835	2715	3107
Txndc12	3675	3429	3623	3875	3603	3526
Gm4262	80	72	99	106	167	69
Gm4265	5	11	5	15	17	18
Fbrsl1	1270	1404	1073	1104	799	851
Hist1h4c	4	2	1	3	5	6
Hist1h4b	9	9	8	2	2	9
Il9r	7	1	0	2	0	0
Tmem14c	3526	3491	2833	3005	3485	3896
Hist1h4f	4	0	0	0	4	0
Tmem14a	170	181	202	195	328	249
Hist1h4d	10	7	3	1	11	5
Hist1h4k	2	7	1	4	0	5
Hist1h4j	1	2	2	1	0	0
Hist1h4i	70	89	30	40	28	38
Hist1h4h	9	7	10	16	11	21
Hist1h4n	3	3	0	0	0	0
Hist1h4m	0	0	0	0	0	0
Mir6926	1	1	0	0	1	1
Mir6927	1	0	0	0	0	0
Mir6924	0	0	0	0	0	0
Mir6925	3	1	2	1	0	0
Mir6922	5	3	0	0	0	2
Mir6923	0	0	0	0	0	0
Mir6920	0	2	4	1	0	2
Mir6921	4	3	2	1	0	1
Mir6928	2	6	3	2	0	1
Mir6929	9	6	8	3	10	5
Sssca1	1356	1528	1073	1282	1295	1354
Gpr52	3	8	0	0	7	4
Il1bos	0	0	0	0	0	0
Tmem147	2775	2884	2756	3474	3255	3698
Tmem145	2	1	0	3	2	0
4930486F22Rik	0	0	0	0	0	0
Tmem143	788	668	878	823	1280	1018
Tmem141	7	4	2	3	1	4
Tmem140	99	78	137	128	217	110
Rft1	1167	1145	1150	1358	1337	1217
Cers6	4847	4622	3971	3265	3274	3130
Cers4	795	813	416	297	383	364
Cers5	6670	6187	5598	5489	4867	5821
Cers2	9190	8420	8156	8181	6945	7032
Cers3	17	23	26	19	1	8
Cers1	0	0	0	0	0	0
Gm9573	0	0	0	0	0	0
Shank3	2	0	2	0	0	0
Shank2	24	25	4	6	2	2
Shank1	3719	3343	2298	1854	2002	3074
Syt8	14	29	35	73	63	112
Syt9	0	0	0	0	0	0
Syt1	3	0	0	5	0	4
Syt2	8	2	5	0	0	1
Syt3	0	6	0	2	0	0
Syt4	467	340	481	372	412	466
Syt5	8	8	12	10	9	4
Syt6	4	1	0	0	0	2
Syt7	0	0	0	7	0	0
Hk1os	48	50	71	74	107	70
Cnppd1	3435	3921	4052	6419	3622	5630
Pbld1	0	0	0	1	0	0
Panct2	0	0	0	0	0	0
Exosc10	4349	4248	3576	3148	3161	3693
Cebpb	1425	1275	1271	2362	883	841
Cebpa	755	547	830	717	1109	662
Cebpg	4119	4038	5075	7112	4101	4544
Cebpe	0	0	0	0	0	0
Cebpd	1373	912	849	720	997	900
Ino80dos	369	350	342	259	211	182
Cebpz	10532	10819	9234	8828	6966	7643
2700089I24Rik	0	3	0	2	2	3
Rbm8a	2567	2716	2208	2204	2562	2592
Edrf1	2479	2301	2026	1885	1718	1668
1700003L19Rik	0	0	0	0	0	0
Mir378a	0	0	0	1	0	0
Mir378c	0	0	0	0	0	0
Mir378b	11	10	3	3	8	8
Mir378d	0	0	0	0	0	0
Uprt	488	493	451	581	406	374
Zswim4	1153	1047	1098	872	807	487
Zswim5	6	2	5	3	3	4
Zswim6	2356	2283	1800	2066	1304	1883
Zswim7	425	476	387	346	609	387
Zswim1	1204	1114	1052	820	821	762
Zswim2	0	0	0	0	0	0
Zswim3	410	466	463	443	541	602
Zswim8	10196	8787	9186	9064	7616	7233
Wls	24740	22869	24904	21094	19438	18273
1700092M07Rik	41	35	21	36	29	24
Mplkip	869	889	986	1139	1266	1041
4930452G13Rik	0	0	0	0	0	0
Srms	0	2	2	0	2	0
Folh1	0	0	0	0	0	0
Mir149	5	12	0	6	2	9
Tex9	1597	1374	1099	878	1305	1278
Mir143	56	29	10	4	3	5
Mir142	0	0	0	0	0	0
Mir141	0	0	0	0	0	0
Mir140	13	26	17	11	6	8
Mir147	0	0	0	0	0	0
Mir146	0	0	0	0	0	0
Mir144	0	0	0	0	0	0
4931429L15Rik	4	4	3	4	0	1
Ctrb1	1	0	0	0	0	1
Mcl1	15919	14469	14905	14337	12312	11986
Gm527	169	204	181	163	159	128
Gm525	0	0	0	8	2	4
Gpr180	3029	3199	3427	4062	3415	4142
Gpr182	58	50	50	45	42	24
Gpr183	19	35	17	2	13	6
Dydc2	0	0	0	0	0	0
Dydc1	0	0	0	0	0	0
Hmgxb3	4422	4316	3795	3479	2396	2915
Hmgxb4	3347	3054	2594	2075	2030	2505
Imp4	2958	3077	2593	2896	2999	3344
Amph	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0
1110038B12Rik	4584	5363	4717	5991	3685	3498
1700024P16Rik	83	67	48	53	51	116
Ush2a	5	4	0	2	3	1
Dlat	4960	4888	4303	4095	3997	4270
Mst1r	14	27	12	22	9	10
1700066J03Rik	0	0	0	0	0	0
Fam114a2	4681	4727	5008	5677	5128	5879
Gm10318	0	0	0	0	0	0
Gm10319	0	0	0	0	0	0
Nup43	1700	1774	1216	1074	1444	2020
Nsfl1c	2687	2626	2479	2508	2253	2318
E130317F20Rik	623	602	462	359	434	527
Mirlet7g	2	3	2	3	0	1
Il1rap	592	964	525	672	362	508
Nr1d1	2778	2413	2642	2046	2714	2149
Nr1d2	3025	3304	2538	3350	1710	2431
Calr4	0	2	4	2	4	6
Calr3	69	74	103	83	158	111
Hacd1	1028	1050	812	1009	1040	1273
Hacd3	3979	4479	3966	4086	3840	4142
Hacd2	2111	2159	2241	2128	2088	2180
Hacd4	3408	2781	3346	1258	3276	1598
Mthfr	2570	2082	2035	3016	1988	1556
Mthfs	51	49	58	55	93	55
1700128A07Rik	0	0	0	0	3	0
AA415398	84	114	127	183	200	155
Sfmbt1	2117	2437	1867	2291	1784	2257
Sfmbt2	1144	1520	1061	1350	674	940
Setx	18001	17231	14865	11372	8536	7949
Fuca1	6256	5289	5387	4316	6193	5086
Fuca2	943	1149	758	1416	1157	1907
9930104L06Rik	1262	1083	1155	1035	1058	1292
Cyp2s1	21	25	28	26	17	19
Mir680-1	0	0	0	0	0	0
Lin54	2337	2407	1596	1243	1381	1879
1810022K09Rik	149	152	157	171	226	199
Lysmd3	2107	2428	2160	2810	1812	2088
Ttc23l	2	8	6	2	2	0
Olfr948	0	0	0	0	0	0
Olfr945	0	0	0	0	0	0
Olfr944	0	0	0	0	0	0
Mir680-2	10	5	6	9	3	3
Lysmd1	22	22	24	11	12	18
BC051665	0	0	0	0	0	0
Hiat1	6820	6508	5422	4846	4390	4879
Pcolce	52576	50723	53063	57216	47105	52014
4930594O21Rik	0	0	0	0	0	0
Lysmd4	926	909	1142	1005	1180	942
Gm14548	0	0	0	0	0	0
Mcm3ap	8216	7415	7245	5337	5476	4826
C4bp-ps1	0	1	2	2	1	3
4933428C19Rik	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0
Edar	9	9	11	13	7	12
B230214G05Rik	0	0	0	0	0	0
Apol9b	54	27	23	20	33	14
2610203C22Rik	10	7	12	2	49	16
Serpinb9c	0	0	0	0	0	0
Serpinb9b	14	11	17	14	40	15
Serpinb9e	0	0	0	0	0	0
1500015A07Rik	164	159	248	241	218	198
Serpinb9g	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0
Tshb	0	2	0	0	4	1
Gm5334	0	0	0	0	0	0
Gstcd	3690	3879	2568	2635	2331	2651
Gzf1	4609	4195	4139	3431	3708	3373
Tshr	2	7	1	4	0	0
Epas1	11	70	3	94	6	132
1700093K21Rik	6	0	2	1	1	4
4921531P14Rik	0	0	0	0	0	0
Upf3a	3127	3134	3011	2815	2568	2320
Gm13139	0	0	0	0	0	0
Agmat	6	2	3	1	10	4
P2ry2	199	246	177	271	139	177
Dsg1a	0	0	0	0	0	0
Dsg1b	0	0	0	0	0	0
Dsg1c	0	0	0	0	0	0
P2ry6	16	17	6	29	11	4
P2ry4	0	4	0	0	0	2
Zfp521	8564	7218	8210	4442	6482	3793
Ropn1	0	0	0	0	0	0
Zfp523	2542	2584	2497	2653	2508	2450
Pydc4	0	0	0	0	0	0
Pydc3	0	9	1	0	3	2
Zfp524	519	513	495	547	616	564
Zfp526	1068	1121	1183	941	954	898
Hfm1	0	2	0	0	0	0
Cnn1	14	46	14	17	6	8
Retsat	1836	2064	1789	1949	1735	1633
Cnn3	27551	21190	24706	13054	18578	10834
Cnn2	82128	68669	74584	62989	80353	78386
Ciz1	4690	4162	3745	3622	3287	2927
Gm4064	0	0	0	0	0	0
Ikbip	12159	11879	13132	13152	11693	11925
Skp1a	13178	13052	13334	14060	15812	16453
Mir1934	3	2	1	1	0	0
Mir463	0	0	0	0	0	0
Mir465	0	0	0	0	0	0
Mir466	0	0	0	0	0	0
Mir468	0	0	0	0	0	0
Platr17	2	0	0	3	0	0
Platr14	0	1	0	7	2	0
Platr10	0	0	0	0	0	0
Csnk2a2	3261	3143	2756	2624	2197	2290
Csnk2a1	5783	5667	5225	4768	4492	4686
Prl7c1	0	0	0	0	0	0
Terf2ip	2490	2213	2272	1956	2215	1900
5730507C01Rik	0	0	0	0	0	0
Il13ra2	0	0	0	0	0	0
Il13ra1	2682	2574	1612	2012	1283	1259
7420426K07Rik	0	0	2	0	0	0
Naif1	349	352	319	301	288	270
Myg1	2887	2869	2386	2510	2742	3696
Dgkeos	0	0	0	0	4	0
Sdccag8	2033	1915	2087	1812	2097	1604
Gm20823	0	0	0	0	0	0
Gm20822	0	0	0	0	0	0
Ryr3	7	15	9	10	5	9
Ryr2	0	0	0	0	0	0
Gm20826	0	0	0	0	0	0
Ibtk	7451	7489	7064	7943	4357	5579
Ate1	5839	5242	4788	4085	4333	4482
8030423J24Rik	0	0	0	0	0	0
Orm2	19	8	5	4	9	4
Fancd2os	68	77	24	9	21	67
Klhl42	7973	7640	7474	5196	6346	5281
Cul1	19318	18821	18615	18163	17245	15613
Cul2	4565	4357	3836	4074	3632	4014
Cela2a	2	0	0	1	0	0
Gm19424	2	10	1	1	2	0
Gm11213	3	0	0	2	3	1
Snrpb2	5943	6087	4880	3891	4933	4354
Fam208a	4707	5224	5400	5279	5042	4409
4930486L24Rik	6	4	6	24	7	19
Svs6	1	0	0	0	0	0
Svs4	0	0	0	0	0	0
Svs5	0	0	0	0	0	0
Svs2	1	0	0	0	4	2
Svs1	0	0	0	0	0	0
Linc-md1	1	0	0	0	0	0
Krt40	13	1	4	3	25	2
Sulf2	37930	31782	31930	24977	18929	14773
Krt42	0	0	0	0	0	0
R3hcc1l	3262	3252	3017	2816	2846	3035
Mfrp	0	0	0	0	0	0
Gon4l	2358	2194	1872	1547	1330	1427
2610015P09Rik	773	872	859	803	1066	811
4930443O20Rik	25	29	28	19	16	15
Pltp	14428	13663	16365	23284	17725	25755
Gcsh	2648	2378	2049	1897	1939	2033
Arhgap8	0	2	0	0	0	0
Arhgap9	14	41	34	34	32	32
Arhgap4	32	71	34	59	57	74
Arhgap5	9567	9557	9540	8374	9949	7845
Arhgap6	369	477	427	388	474	217
Arhgap1	8402	7727	7333	6656	6390	6147
Mepe	11	57	59	83	59	34
Ap5z1	1185	1156	1167	1365	1320	1327
Gm1976	718	708	497	389	852	801
Gm1979	0	0	0	0	0	0
Rpusd4	1043	948	912	794	782	757
Cybrd1	13	18	19	16	43	20
Gm5071	0	0	0	0	0	0
Gm5072	0	0	0	0	0	0
Tiparp	6493	5818	4593	3953	3790	3503
Kdm4d	0	4	4	3	9	6
1700100L14Rik	3	2	0	0	0	1
Iyd	0	10	13	44	13	15
4930461G14Rik	0	0	0	0	0	0
Gm21693	0	0	0	0	0	0
C87436	1674	1920	1601	1640	1697	1855
Gm20125	40	23	32	21	35	15
Olfr1136	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0
Palmd	0	0	0	2	0	0
P2rx7	3676	2899	4449	2184	3020	1630
B230119M05Rik	1	1	0	5	1	0
Klf16	2885	2926	2630	2260	2103	2728
Palm3	6	27	13	61	23	61
Palm2	5300	5074	3757	2629	2202	2292
Sult2a8	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0
Sult2a1	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0
Lsg1	4374	4371	4025	4209	3161	3643
Cox7a2l	3753	3788	4295	4858	4850	3940
Klkb1	2	0	0	2	0	0
Col6a5	17	29	20	26	22	44
Ivns1abp	17531	18266	16446	19248	14922	16879
Dmxl2	889	1280	729	1279	619	716
Bcl2l14	7	10	2	2	10	1
Dmxl1	7446	7915	7069	6602	5817	6015
Bcl2l11	2223	2327	2644	2103	2136	2052
Bcl2l10	3	0	0	0	3	0
Bcl2l13	7546	7845	7746	10931	5809	8474
Bcl2l12	562	431	402	317	386	354
4930524O08Rik	0	0	1	0	1	2
1810007D17Rik	0	0	0	0	0	0
Chga	0	0	0	0	0	0
Chgb	34	17	19	17	10	4
4930478L05Rik	8	11	5	5	4	0
Sis	0	3	0	31	0	91
BC005537	10936	10795	10508	10172	7073	8343
Nacad	219	182	150	101	157	99
Mir5624	0	0	0	0	0	0
Mir5625	0	0	0	0	0	0
Mir5626	1	4	1	0	0	0
Mir5627	0	0	0	0	0	0
Mir5620	9	4	7	7	2	1
Mir5621	0	2	1	0	1	0
Mir5622	1	5	2	0	1	1
Mir5623	5	2	0	0	0	1
Nipa2	1649	1654	1476	1395	1208	1459
Nipa1	584	562	583	479	762	523
Olfr98	0	0	0	0	0	0
Olfr99	8	11	8	19	13	15
Chtf18	3012	2837	1472	930	1704	2933
Olfr94	0	0	0	0	0	0
Cyp2d22	2	5	0	6	1	6
Olfr96	0	0	0	0	0	0
Olfr97	1	0	0	0	0	0
Olfr90	8	1	0	0	2	2
Cyp2d26	0	2	0	0	2	1
Olfr92	0	0	0	0	0	0
Olfr93	0	0	0	0	0	0
1700019A02Rik	2	1	1	0	4	2
Cyp4a14	0	0	0	0	0	0
Itprip	1997	1890	2318	1945	1598	2083
Cyp4a10	0	0	0	0	0	0
Als2	4469	4260	3246	2781	2236	2340
Pramef25	0	0	0	0	0	0
Gm16430	0	0	0	0	0	0
Gm16432	0	0	0	4	0	0
2900008C10Rik	0	1	0	4	3	0
Tnfsf13b	15	26	20	20	9	10
Acy3	101	105	155	145	204	225
Acy1	769	849	739	1039	976	1247
Nrap	64	51	47	69	37	50
Harbi1	714	678	720	750	663	609
Hmgb1-rs17	0	0	0	0	0	1
Spryd3	4126	4179	4369	5724	4375	5076
Spryd4	1449	1478	1512	1603	1356	1447
LOC105246506	38	13	15	19	13	15
Spryd7	820	947	708	956	712	768
Scn3a	4489	8401	5314	10337	3372	7475
Scn3b	2	2	0	8	2	2
Aqr	9321	9328	7583	7297	6519	7201
1700044K03Rik	0	0	0	0	0	0
Angpt2	103	116	106	67	84	105
Eps15	6347	6524	5148	5091	4177	4105
Olfr338	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0
Olfr332	0	0	0	0	0	0
Olfr330	0	0	0	0	0	0
Olfr331	0	0	0	0	0	0
Mir26b	9	1	6	4	3	7
Lrrc71	31	37	5	3	21	22
Serpinb6d	0	0	0	0	0	0
Sirt6	1213	1214	1190	1226	1207	1097
Angpt4	106	120	60	100	101	106
Rasa4	4268	3593	3547	3646	4096	3443
S100a16	2308	2232	3990	3286	5436	3591
Rasa1	7253	6718	6864	5942	5583	4794
Rasa2	3800	3815	2818	3499	2548	3003
Rasa3	7393	8886	8240	13550	7152	13255
Pphln1	5463	5288	4455	4201	4003	4966
5430402E10Rik	0	0	0	0	0	0
Six4	1596	1442	1523	1075	869	691
Six5	2668	2338	2511	2133	2402	1969
Six6	13	24	10	1	0	2
Six1	8359	6086	6752	3042	5417	3044
Six2	10673	6845	6269	3031	4337	3306
Six3	6	4	2	0	2	0
Nphp3	2549	1880	2639	1327	2422	1344
Nphp1	2943	2863	2831	2550	2631	2743
Nphp4	355	388	231	187	243	270
Ankra2	986	888	1089	1241	1455	1366
Abca6	16	36	14	54	27	41
Abca7	2141	2177	1511	1485	1450	1301
Abca4	32	75	39	103	85	39
Abca5	1012	2393	1033	2229	536	691
Abca2	2645	3236	3599	4095	4032	4293
Abca3	621	851	731	812	704	633
Abca1	490	848	732	1238	1563	1753
Ltk	7	4	3	4	0	0
Fam32a	2885	2518	2665	2545	2767	2606
Abca9	7620	7216	7905	4013	6332	3894
Hhex	310	261	196	190	240	186
Pdcl2	0	2	0	0	0	0
Pdcl3	6496	5827	6217	6748	7325	6834
Rpf1	2049	2147	1768	2116	1699	2053
Rpf2	1533	1594	1218	1337	1189	1465
Timm9	1147	1211	1047	1007	1294	1500
5031426D15Rik	5	0	0	0	0	0
Gm13985	0	2	3	4	1	2
Fktn	2674	2578	2003	1990	1635	2012
Borg	2	6	2	0	0	0
Bora	1552	1513	903	563	464	573
Ift52	2603	2552	2592	2813	3210	2574
Ift57	3098	3339	2579	2880	2789	3137
Prr5l	1857	2630	1573	3441	2214	4228
Etv1	233	285	279	150	252	114
Creb3l2	4628	5050	4922	4781	3228	3824
Etv3	2336	2348	2245	2190	1608	1725
Etv2	0	0	0	4	0	0
Etv5	806	772	759	346	480	196
Etv4	248	292	179	257	210	148
Etv6	4611	4742	4142	3210	3165	2728
Sh3bp4	3112	4995	2127	4754	2217	4595
Sh3bp5	1435	1285	1356	913	1556	974
Pop1	2482	2753	1568	1488	1204	1406
Creb3l1	15003	16107	18896	30227	12135	28443
Pop7	1058	1022	918	955	827	1053
Sh3bp1	2054	1526	1460	1170	1345	1812
Pop5	890	953	906	1015	1131	1502
Pop4	2259	2282	1785	1983	1955	2192
Eif4g3	13762	12846	11507	10543	8776	9825
Eif4g2	78187	76244	70690	75312	55968	65198
Eif4g1	75506	72456	63387	59114	42396	57158
Prg4	45	49	37	29	38	72
Prg3	0	0	0	0	0	0
Prg2	5	4	0	2	1	0
Glul	2672	2415	1838	909	1732	1018
Zfp882	566	651	653	725	611	522
Gm11981	0	0	0	0	0	0
Gm11985	0	0	0	0	0	0
Esx1	9	40	5	24	11	27
Catip	2	6	11	6	21	2
Cox4i2	1	1	0	4	0	12
4930429D17Rik	4	7	0	8	11	2
9430078K24Rik	39	47	65	15	85	28
4930542C21Rik	0	0	0	0	1	0
Rab8a	5271	5292	4723	4827	5643	6433
Gm12185	32	28	9	14	21	23
Sort1	431	673	350	888	327	624
Gm6890	0	0	0	0	0	0
Wdr26	15652	15205	15019	13377	11615	12107
Wdr27	6	11	7	15	34	18
Wdr24	2392	2177	2238	2079	2373	2088
Wdr25	360	386	320	429	371	365
Wdr20	874	913	802	617	630	677
Smim3	873	645	676	923	846	579
Smim1	42	56	37	93	87	153
Smim7	8339	8240	8393	8199	9035	9450
Smim6	41	41	17	21	32	40
Smim5	35	57	38	98	31	232
4930441J16Rik	0	0	0	0	0	0
Smim9	2	0	3	1	1	0
Smim8	969	1027	1175	1437	1873	1424
Trit1	838	668	640	697	713	651
Kcng1	0	4	0	0	0	0
Kcng2	0	4	0	2	3	4
Kcng3	0	0	0	0	0	0
Kcng4	0	0	0	0	0	0
Swsap1	397	366	353	403	292	346
Zfp35	1800	1784	1645	1619	1576	1795
Zfp36	9451	6817	990	780	850	759
Zfp37	1356	1319	1278	975	1049	867
Zfp30	466	368	524	352	480	292
Gm13582	18	18	16	9	21	11
Atp6v0d2	0	1	2	3	4	6
Atp6v0d1	7527	7474	8697	9801	8735	8385
Zfp39	964	991	953	935	883	897
Gm17801	10	4	11	8	15	9
Pdik1l	1081	1172	1145	1007	1227	1255
Fam126a	8341	7560	5782	5070	3773	4714
Fam126b	2690	2475	2269	2012	2212	1882
Acaa1b	7	5	5	11	1	2
Acaa1a	2133	1964	2232	2469	2482	2040
Zbtb42	480	416	370	354	261	302
Zbtb45	1041	949	842	608	613	604
Dld	8917	8534	8198	8998	8681	8900
Zfp119b	195	252	292	300	270	264
Zbtb48	443	385	391	395	336	299
Zfp119a	358	403	457	446	453	370
Zfp316	2242	2002	2242	1935	2132	1828
Zfp317	3844	3984	3642	3373	2513	2620
Ifnlr1	39	79	18	141	17	92
Map1lc3b	3174	2947	4250	4611	5604	4842
Foxk2	10153	9404	8351	7043	5993	6951
Foxk1	10731	9651	10052	7966	6445	5918
Zfp318	4567	4980	4346	4233	3541	3117
Zfp319	1896	1820	1732	1396	1329	1193
Prr14l	6581	6554	5845	4361	3860	3923
Trp63	4912	3740	3668	2619	5049	3193
Cfap20	2813	2548	2682	2352	2857	2482
Il2ra	0	0	0	0	0	0
Il2rb	78	83	72	66	86	61
Pik3ip1	3245	3794	3441	6683	3121	3970
Il2rg	25	20	30	59	31	107
Gm20324	42	33	27	25	53	36
A430105I19Rik	977	803	597	629	1033	662
